,SM300-Efficiency_filenames,SM300-Efficiency_importance,SM300-Efficiency_original_index,SM300-Rate_filenames,SM300-Rate_importance,SM300-Rate_original_index,SM300-Lag_filenames,SM300-Lag_importance,SM300-Lag_original_index,SM300-AUC_filenames,SM300-AUC_importance,SM300-AUC_original_index,SM60-Efficiency_filenames,SM60-Efficiency_importance,SM60-Efficiency_original_index,SM60-Rate_filenames,SM60-Rate_importance,SM60-Rate_original_index,SM60-Lag_filenames,SM60-Lag_importance,SM60-Lag_original_index,SM60-AUC_filenames,SM60-AUC_importance,SM60-AUC_original_index,Ratio-Efficiency_filenames,Ratio-Efficiency_importance,Ratio-Efficiency_original_index,Ratio-Rate_filenames,Ratio-Rate_importance,Ratio-Rate_original_index,Ratio-Lag_filenames,Ratio-Lag_importance,Ratio-Lag_original_index,Ratio-AUC_filenames,Ratio-AUC_importance,Ratio-AUC_original_index
26,YCL017C,0.0027481734367268,446,YHR211W,0.0001375606784905,136,YLL039C,0.0430944677933599,786,YJR162C,0.066092264647796,85,YKL202W,0.0021735779480506,249,YOL157C,9.942630504780168e-05,314,YGL255W,0.0303563742746151,493,YFL059W,0.0545983561091125,650,YGL014W,0.0023116927151858,1262,YHL045W,0.0024149219735613,142,YAR050W,0.0039043971248508,541,YAL065C,0.0036688828268716,28
27,YFL062W,0.0027371026315001,27,YFR016C,0.0001359117740702,1476,YML066C,0.0430944677933599,77,YOR053W,0.0658457449599291,277,YPR156C,0.0021576342656962,557,YJL218W,9.894257843589302e-05,109,YGL178W,0.030193412784648,191,YPR156C,0.0542835052522178,557,YLL008W,0.0023116234938031,564,YKR047W,0.002412212685929,57,YLR202C,0.0038373618714219,282,YCL044C,0.0036618171904464,38
28,YBL081W,0.0027187906072596,587,YDR343C,0.0001356497894283,1351,YCR021C,0.0430944677933599,206,YLR419W,0.0657999473589983,555,YDR040C,0.002148661753361,83,YCR088W,9.858935463208124e-05,215,YJL159W,0.0299958661472044,117,YDR037W,0.0540594636142173,1195,YBR108W,0.0023109363657979,453,YPR042C,0.0023806915224301,3022,YNR044W,0.0037995607691395,820,YNL017C,0.0036353207763865,95
29,YNL033W,0.0026958469287631,521,YDL243C,0.0001335290711742,255,YNL017C,0.0430944677933599,92,YMR173W,0.0654303213679788,1678,YDL243C,0.0021069307991678,35,YNL285W,9.808161568922456e-05,572,YDR504C,0.0299552318152617,115,YNL285W,0.0523941940020953,214,YOR389W,0.0023104891382354,171,YDR037W,0.0023731725845971,333,YIL100W,0.0037859746633876,104,YOL096C,0.0036353207763865,441
30,YLR311C,0.0026946405637553,173,YLR311C,0.0001307025827449,162,YGL039W,0.0430944677933599,377,YCR075C,0.0652602029822796,234,YCR088W,0.0020668307132687,215,YPL197C,9.774775749177444e-05,201,YDR543C,0.0298824636778598,162,YNL285W,0.0523850987587477,400,YNR066C,0.0023035778865121,285,YJR162C,0.0023300731708712,58,YAR050W,0.0037674222234714,543,YCR075C,0.0036353207763865,234
31,YCL024W,0.0025859327298965,1224,YJL159W,0.0001260756355309,117,YBL069W,0.0430944677933599,272,YCL043C,0.0652301330400697,1538,YFR016C,0.0020475128290276,1529,YKL202W,9.749519886352852e-05,248,YHR044C,0.0298228313138873,266,YNL284C,0.0523829154355065,620,YML056C,0.0022847112145364,1038,YKL054C,0.0023186355779147,1297,YEL033W,0.0037583827998107,281,YGL051W,0.0036353207763865,43
32,YIL115C,0.002584484168296,1742,YDR534C,0.0001257151817989,870,YGL051W,0.0430944677933599,42,YOR199W,0.0651158303819019,35,YAR050W,0.0020224554793463,3206,YOR305W,9.73426415711399e-05,573,YGL258W,0.0290514256651873,281,YNL285W,0.0523229383112693,419,YML056C,0.0022847112145364,1030,YMR303C,0.0023120155337713,70,YKL083W,0.0037340867690922,36,YIL155C,0.0036353207763865,1124
33,YLR311C,0.0025671022684002,162,YJL159W,0.0001255874061654,114,YDR188W,0.0430944677933599,462,YCR097W,0.0650428159409605,41,YOR305W,0.0020035733258675,573,YKR092C,9.669507623870945e-05,111,YKL108W,0.0289106306646218,966,YCR088W,0.0515668727792,215,YLR255C,0.0022763551707608,215,YHR211W,0.002311814648633,3615,YJR023C,0.0037180310727528,69,YIL155C,0.0036353207763865,1064
34,YKR047W,0.0025646968372231,81,YOL155C,0.0001250935690952,571,YIL155C,0.0430944677933599,1064,YCR097W,0.0650428159409605,45,YCR102C,0.0019790255469141,316,YDR343C,9.653272546293024e-05,33,YJL219W,0.0288114442246759,1029,YJL218W,0.051346101077639,109,YBR297W,0.0022594163834153,890,YNR044W,0.0023040848869235,692,YHL050C,0.0036828107912737,1511,YMR176W,0.0036353207763865,611
35,YKR047W,0.0025646968372231,82,YLR311C,0.0001244632830663,173,YJL020C,0.0430944677933599,2817,YOR054C,0.0647655260804462,1876,YOR153W,0.001969143557385,650,YCR097W,9.521497510316434e-05,41,YOR153W,0.0285927675026044,650,YLR432W,0.0506566544981362,791,YOR199W,0.002236545168579,35,YDR342C,0.0023010214451213,1423,YJR023C,0.0036537163371923,108,YDR278C,0.0036353207763865,17
