,filename,phenotype,r2_LinearRegression,r2_Ridge,r2_Lasso,r2_RandomForestRegressor,r2_SVR,MAE_LinearRegression,MAE_Ridge,MAE_Lasso,MAE_RandomForestRegressor,MAE_SVR,MSE_LinearRegression,MSE_Ridge,MSE_Lasso,MSE_RandomForestRegressor,MSE_SVR,RMSE_LinearRegression,RMSE_Ridge,RMSE_Lasso,RMSE_RandomForestRegressor,RMSE_SVR
34,YOL148C,SM300-Efficiency,-123578305908771.05,0.3160135797246745,-0.003480663932635464,0.22969968871042745,-0.03878639634450498,323369.76166992617,0.12738700050264135,0.1489875512758117,0.13498378947368422,0.15392143811073525,4553123169998.35,0.025200818179356117,0.03697227460756676,0.028380970020568434,0.03827308017449948,4553123169998.35,0.025200818179356117,0.03697227460756676,0.028380970020568434,0.03827308017449948
35,YHR190W,SM300-Efficiency,0.26827492270737296,0.2842185079248687,-0.003480663932635464,0.16455257807750878,-0.04257707723288329,0.13104894012542273,0.12909847819403708,0.1489875512758117,0.13506703157894737,0.1543666122253927,0.02695970282963235,0.02637227685115832,0.03697227460756676,0.03078125230878948,0.03841274414590629,0.02695970282963235,0.02637227685115832,0.03697227460756676,0.03078125230878948,0.03841274414590629
36,YOR125C,SM300-Efficiency,0.28983358810210547,0.3027187893014266,-0.003480663932635464,0.12396634801390749,-0.037583454799147376,0.13084582033910797,0.12982066787778807,0.1489875512758117,0.14104014736842108,0.15377388541019354,0.026165394652309854,0.025690651875256175,0.03697227460756676,0.03227661270498949,0.038228758956612215,0.026165394652309854,0.025690651875256175,0.03697227460756676,0.03227661270498949,0.038228758956612215
37,YJR049C,SM300-Efficiency,0.12170654779334822,0.17018232888295215,-0.003480663932635464,0.11453787171872398,-0.03327720195389405,0.13645797187332936,0.13395450316162036,0.1489875512758117,0.13999492105263164,0.1533154539978819,0.032359872858688236,0.030573829584832544,0.03697227460756676,0.03262399579591056,0.03807009923505827,0.032359872858688236,0.030573829584832544,0.03697227460756676,0.03262399579591056,0.03807009923505827
38,YEL030W,SM300-Efficiency,0.13895214530754607,0.27282441566565097,-0.003480663932635464,0.2059069523720798,-0.049843602330317927,0.13657586563619548,0.12940275953635558,0.1489875512758117,0.13058216842105266,0.15521621025354707,0.03172447549630389,0.026792081161348826,0.03697227460756676,0.029257590381263174,0.03868047223574537,0.03172447549630389,0.026792081161348826,0.03697227460756676,0.029257590381263174,0.03868047223574537
39,YOR090C,SM300-Efficiency,0.2626034213478369,0.30853218655118597,-0.003480663932635464,0.09290379560537532,-0.052306988774380336,0.1292471093493314,0.12747519902489235,0.1489875512758117,0.14272247368421057,0.1555422231667477,0.027168663812378334,0.025476462875660855,0.03697227460756676,0.0334210824082316,0.03877123332696311,0.027168663812378334,0.025476462875660855,0.03697227460756676,0.0334210824082316,0.03877123332696311
40,YBR273C,SM300-Efficiency,0.24689422053710186,0.2758999351692183,-0.003480663932635464,0.167030448784531,-0.0315497756926999,0.13477291034889796,0.1317726374085782,0.1489875512758117,0.13896374210526322,0.1531750416675782,0.027747454124055826,0.02667876661954072,0.03697227460756676,0.03068995755891055,0.038006453885039364,0.027747454124055826,0.02667876661954072,0.03697227460756676,0.03068995755891055,0.038006453885039364
41,YFL060C,SM300-Efficiency,0.03397945929500634,0.0373649070431149,-0.003480663932635464,-0.01869065970065442,-0.03864990209272645,0.14398230738389495,0.14365880544822981,0.1489875512758117,0.1481633052631579,0.15385399632120647,0.0355920925945144,0.03546735904626435,0.03697227460756676,0.03753267219222105,0.03826805117579477,0.0355920925945144,0.03546735904626435,0.03697227460756676,0.03753267219222105,0.03826805117579477
42,YHR156C,SM300-Efficiency,0.21877533519218006,0.23392581869186246,-0.003480663932635464,-0.11477820418457796,-0.035666226573305426,0.13628570750183072,0.13513819588984108,0.1489875512758117,0.15376236315789482,0.15365674925613612,0.028783467261127016,0.02822526234844594,0.03697227460756676,0.041072924843531616,0.03815812053676124,0.028783467261127016,0.02822526234844594,0.03697227460756676,0.041072924843531616,0.03815812053676124
43,YPL207W,SM300-Efficiency,0.28622680366531583,0.30123203249289854,-0.003480663932635464,0.24377839824141578,-0.03961913725452204,0.1303856942367492,0.12864472579910763,0.1489875512758117,0.13118865263157894,0.15420551234839713,0.026298283136802107,0.025745429992040356,0.03697227460756676,0.02786225358326316,0.03830376170799455,0.026298283136802107,0.025745429992040356,0.03697227460756676,0.02786225358326316,0.03830376170799455
44,YGL193C,SM300-Efficiency,0.2337946437020192,0.24166944986955896,-0.003480663932635464,0.18537098253503992,-0.04835023725291343,0.1351114157769577,0.1343212063386769,0.1489875512758117,0.1376970315789474,0.15497585556518165,0.028230095364088836,0.027939955746483624,0.03697227460756676,0.03001421832980002,0.038625450643685215,0.028230095364088836,0.027939955746483624,0.03697227460756676,0.03001421832980002,0.038625450643685215
45,YPL261C,SM300-Efficiency,0.10417457566501886,0.1728762734023348,-0.003480663932635464,-0.4158010293837948,-0.03904392511133814,0.14275385178494177,0.13938255174760375,0.1489875512758117,0.16497638947368426,0.15393793415121262,0.033005821416780545,0.030474573804299788,0.03697227460756676,0.052163819722157945,0.03828256857286023,0.033005821416780545,0.030474573804299788,0.03697227460756676,0.052163819722157945,0.03828256857286023
46,YDL017W,SM300-Efficiency,0.1327357333750594,0.14474491420989155,-0.003480663932635464,-0.22613048762735088,-0.034647854045768645,0.13733618934243808,0.13623503541944698,0.1489875512758117,0.15599341052631582,0.1534900617685009,0.03195351318213326,0.03151104652821959,0.03697227460756676,0.045175592039421085,0.038120599585840936,0.03195351318213326,0.03151104652821959,0.03697227460756676,0.045175592039421085,0.038120599585840936
47,YML002W,SM300-Efficiency,0.15733137446014955,0.18073052519159505,-0.003480663932635464,-0.19336784222215297,-0.03759667108102138,0.142935291034476,0.14002997775056245,0.1489875512758117,0.151247952631579,0.15380229458921665,0.031047310572525078,0.03018519149288437,0.03697227460756676,0.04396848405385792,0.03822924589773655,0.031047310572525078,0.03018519149288437,0.03697227460756676,0.04396848405385792,0.03822924589773655
48,YNL129W,SM300-Efficiency,0.20596953458106626,0.2175174334224259,-0.003480663932635464,0.053740471825796776,-0.03617427281886809,0.13385726876986104,0.13297773359386103,0.1489875512758117,0.1467713263157895,0.15365258810495186,0.02925528460029563,0.028829813435330746,0.03697227460756676,0.03486401719847369,0.038176839009353106,0.02925528460029563,0.028829813435330746,0.03697227460756676,0.03486401719847369,0.038176839009353106
49,YFL049W,SM300-Efficiency,0.3292600364137389,0.37065144099125846,-0.003480663932635464,0.1589844318900563,-0.03541924327520074,0.12113211802575047,0.11911406173956611,0.1489875512758117,0.13706073157894733,0.15373126073709364,0.024712765293149027,0.023187739020659053,0.03697227460756676,0.030986405270173687,0.03814902067599738,0.024712765293149027,0.023187739020659053,0.03697227460756676,0.030986405270173687,0.03814902067599738
50,YGR055W,SM300-Efficiency,0.3212264460508921,0.322271425576398,-0.003480663932635464,-0.08191556772924247,-0.029739986117936823,0.1254695685110949,0.12569680877873265,0.1489875512758117,0.15609635263157906,0.15299278371176703,0.02500875516087189,0.024970253900842745,0.03697227460756676,0.03986213278442637,0.037939773938384665,0.02500875516087189,0.024970253900842745,0.03697227460756676,0.03986213278442637,0.037939773938384665
51,YOR009W,SM300-Efficiency,0.12712957597901076,0.21501549220832772,-0.003480663932635464,0.15319241214894397,-0.02088463018642228,0.13776000177281877,0.1329057449366139,0.1489875512758117,0.14110048421052634,0.15228480617450035,0.03216006662973797,0.028921995039764566,0.03697227460756676,0.031199806636136855,0.03761350691300461,0.03216006662973797,0.028921995039764566,0.03697227460756676,0.031199806636136855,0.03761350691300461
52,YGR191W,SM300-Efficiency,0.14859077175138635,0.18202924486651173,-0.003480663932635464,-0.3285791488681644,-0.05087386755370238,0.13982910276550403,0.1377131204691683,0.1489875512758117,0.15893736842105272,0.1553382863487277,0.031369349626389424,0.03013734142243947,0.03697227460756676,0.04895021388587374,0.03871843136154288,0.031369349626389424,0.03013734142243947,0.03697227460756676,0.04895021388587374,0.03871843136154288
53,YJR155W,SM300-Efficiency,-0.02440577403066957,0.21663242982025566,-0.003480663932635464,0.0934643642155204,-0.035865565760092366,0.1484367599912698,0.13588410221895647,0.1489875512758117,0.14519152105263156,0.15361300896229235,0.037743240052686707,0.028862420537175533,0.03697227460756676,0.0334004287999105,0.03816546499631969,0.037743240052686707,0.028862420537175533,0.03697227460756676,0.0334004287999105,0.03816546499631969
54,YDR441C,SM300-Efficiency,0.030779061125481788,0.03730975070300657,-0.003480663932635464,0.010328965025678483,-0.038284136011966785,0.14485129743877093,0.1441116602001089,0.1489875512758117,0.14544616842105262,0.1538247561435541,0.035710008170000924,0.035469391228274555,0.03697227460756676,0.036463472183736835,0.038254574878277506,0.035710008170000924,0.035469391228274555,0.03697227460756676,0.036463472183736835,0.038254574878277506
55,YCR031C,SM300-Efficiency,0.1582010856310173,0.16602507272940425,-0.003480663932635464,-0.02392487053594583,-0.03543754600529958,0.1388692518159511,0.13818584434730585,0.1489875512758117,0.1481591736842106,0.15353644758844667,0.03101526690552249,0.030726999667373654,0.03697227460756676,0.037725521628500056,0.038149695022387506,0.03101526690552249,0.030726999667373654,0.03697227460756676,0.037725521628500056,0.038149695022387506
56,YOR175C,SM300-Efficiency,0.24810531604971298,0.27970614034533814,-0.003480663932635464,0.11067289491126164,-0.03643566783145569,0.12682699533897132,0.12546080933160844,0.1489875512758117,0.1410117421052632,0.1537011711523843,0.02770283248113072,0.026538530670765437,0.03697227460756676,0.03276639712860527,0.038186469855799675,0.02770283248113072,0.026538530670765437,0.03697227460756676,0.03276639712860527,0.038186469855799675
57,YBR009C,SM300-Efficiency,0.006087435700844912,0.00758027148938778,-0.003480663932635464,-0.012424842725643037,-0.03940918587934017,0.1471826049578981,0.14684136255032612,0.1489875512758117,0.14687361052631576,0.15393860358956077,0.03661974722977431,0.036564745138850406,0.03697227460756676,0.03730181422537892,0.03829602625261762,0.03661974722977431,0.036564745138850406,0.03697227460756676,0.03730181422537892,0.03829602625261762
58,YOR054C,SM300-Efficiency,-3.8289236315907482,-0.20769040683995676,-0.003480663932635464,0.08426081860568513,0.02071948180273908,0.23322996424689793,0.1568580071320732,0.1489875512758117,0.1406617,0.1481874546584952,0.17791702120742306,0.04449618509600736,0.03697227460756676,0.0337395245372579,0.03608064364163968,0.17791702120742306,0.04449618509600736,0.03697227460756676,0.0337395245372579,0.03608064364163968
59,YMR166C,SM300-Efficiency,0.17297443210860597,0.20421276490888163,-0.003480663932635464,-0.19402449759100082,-0.03245589820585382,0.13415196462240914,0.1322258673540616,0.1489875512758117,0.15101505789473688,0.15327670641417396,0.03047095724169542,0.029320011079914783,0.03697227460756676,0.04399267788587899,0.03803983909273548,0.03047095724169542,0.029320011079914783,0.03697227460756676,0.04399267788587899,0.03803983909273548
60,YBL056W,SM300-Efficiency,0.20359961983363006,0.20240249323907245,-0.003480663932635464,-0.0907407562294289,-0.03973683737252953,0.13400909112477494,0.13417277588495874,0.1489875512758117,0.14736843684210535,0.15400208486841124,0.02934260181724662,0.029386708788895228,0.03697227460756676,0.04018728831997372,0.038308098255016056,0.02934260181724662,0.029386708788895228,0.03697227460756676,0.04018728831997372,0.038308098255016056
61,YOL065C,SM300-Efficiency,0.18318207828650257,0.213948193019725,-0.003480663932635464,-0.24806029345856784,-0.04428937145395784,0.13824813466074254,0.13584975090914142,0.1489875512758117,0.15775611578947374,0.15454257127889526,0.030094866389972337,0.028961318646195416,0.03697227460756676,0.04598357452720005,0.03847583197054102,0.030094866389972337,0.028961318646195416,0.03697227460756676,0.04598357452720005,0.03847583197054102
62,YDR055W,SM300-Efficiency,0.22137802134445683,0.24547558562089422,-0.003480663932635464,0.15337448299537093,-0.03639799127888188,0.1338506030706635,0.13234388700974917,0.1489875512758117,0.1379730789473684,0.15364225563930198,0.028687573806875317,0.027799722355597387,0.03697227460756676,0.031193098411878954,0.03818508169965667,0.028687573806875317,0.027799722355597387,0.03697227460756676,0.031193098411878954,0.03818508169965667
63,YNR012W,SM300-Efficiency,0.16163087099797957,0.165726108307382,-0.003480663932635464,-0.40662624057149355,-0.040932389478921305,0.1365870829885281,0.13717797153516617,0.1489875512758117,0.16343007894736847,0.15428174056410196,0.030888899780584192,0.030738014722377884,0.03697227460756676,0.05182578350120531,0.03835214721617087,0.030888899780584192,0.030738014722377884,0.03697227460756676,0.05182578350120531,0.03835214721617087
64,YER063W,SM300-Efficiency,0.21819976965384924,0.22505904158372747,-0.003480663932635464,-0.22777308341794966,-0.032804965727321056,0.1334093502769484,0.13310589726166602,0.1489875512758117,0.1588005578947369,0.15329216780301294,0.028804673416763762,0.028551950176033278,0.03697227460756676,0.04523611189278952,0.038052700147984606,0.028804673416763762,0.028551950176033278,0.03697227460756676,0.04523611189278952,0.038052700147984606
65,YGL079W,SM300-Efficiency,0.07497852517569104,0.07934376468916449,-0.003480663932635464,-0.11560383412007247,-0.040537901239693364,0.14715217829490398,0.1462745781633418,0.1489875512758117,0.15358188947368423,0.15405478960018576,0.0340815216618829,0.03392068863358374,0.03697227460756676,0.04110334438004735,0.03833761267850172,0.0340815216618829,0.03392068863358374,0.03697227460756676,0.04110334438004735,0.03833761267850172
