,SM300-Efficiency_filenames,SM300-Efficiency_importance,SM300-Efficiency_original_index,SM300-Rate_filenames,SM300-Rate_importance,SM300-Rate_original_index,SM300-Lag_filenames,SM300-Lag_importance,SM300-Lag_original_index,SM300-AUC_filenames,SM300-AUC_importance,SM300-AUC_original_index,SM60-Efficiency_filenames,SM60-Efficiency_importance,SM60-Efficiency_original_index,SM60-Rate_filenames,SM60-Rate_importance,SM60-Rate_original_index,SM60-Lag_filenames,SM60-Lag_importance,SM60-Lag_original_index,SM60-AUC_filenames,SM60-AUC_importance,SM60-AUC_original_index,Ratio-Efficiency_filenames,Ratio-Efficiency_importance,Ratio-Efficiency_original_index,Ratio-Rate_filenames,Ratio-Rate_importance,Ratio-Rate_original_index,Ratio-Lag_filenames,Ratio-Lag_importance,Ratio-Lag_original_index,Ratio-AUC_filenames,Ratio-AUC_importance,Ratio-AUC_original_index
14,YFR032C,0.0008341845330471,27,YGR204W,0.0032409548008445,373,YJR040W,0.0010660362227649,374,YJL181W,0.0016427796701565,384,YCR101C,0.0013078187507526,265,YCR015C,0.0008965816495236,67,YPL088W,0.0009664768468044,238,YML130C,0.0013888372842817,119,YKL109W,0.0011660967530023,566,YBR186W,0.0005935958652515,544,YOR325W,0.0015583871576432,254,YPR152C,0.0007992763790552,8
15,YLR123C,0.000832454140465,46,YKR082W,0.0031457501642326,1607,YEL016C,0.0010638420506504,603,YLR034C,0.0016375234375075,256,YMR024W,0.0012131187757733,17,YOR360C,0.0008922105519531,333,YIL149C,0.0009588196266473,1279,YOL138C,0.0013775349209208,14,YPL156C,0.0011456612688407,95,YAL062W,0.0005934548752523,378,YPL116W,0.0015195379256446,966,YCL005W,0.0007938673269969,272
16,YMR034C,0.0008291002453728,913,YDL134C,0.0030608592357426,599,YOL042W,0.001043135840661,155,YKL134C,0.0016302754797823,38,YPR074C,0.0012107387842267,928,YDL233W,0.0008917743666115,276,YGR274C,0.0009585841746793,197,YNL125C,0.0013347429247103,922,YKR001C,0.0011408556627432,272,YKR092C,0.0005847784965672,662,YAL056W,0.0014524952569153,391,YFR047C,0.0007907125931122,268
17,YLR248W,0.0008258443628813,36,YEL033W,0.0030492934773277,32,YML123C,0.0010372405334013,153,YHR114W,0.0016287642062645,596,YJL180C,0.0011985676597454,419,YOR059C,0.0008849773605557,600,YKL105C,0.0009526675944433,928,YJR060W,0.0012935913792522,446,YOR254C,0.0011185734079226,171,YGR086C,0.0005813895529141,131,YOL114C,0.001449669053067,347,YKL030W,0.000765820264191,78
18,YPR157W,0.0008147068118481,157,YDR065W,0.0029992489041045,140,YIL014W,0.0010313489653894,559,YAR014C,0.0016157531082573,416,YBR081C,0.0011719936335547,1155,YCR048W,0.0008801552624703,206,YMR219W,0.0009470622431266,1429,YLR222C,0.0012921327986365,328,YJL088W,0.0011089532624787,398,YGR150C,0.0005788995712778,903,YBR018C,0.0014492430982301,446,YLR382C,0.0007632427657658,96
19,YJR109C,0.0008035835900049,647,YLR253W,0.0029546136769222,194,YOR125C,0.0010244668036011,79,YDR101C,0.0016118847703219,197,YLR419W,0.0011488577475268,1845,YMR217W,0.0008662681904362,107,YFL009W,0.0009466573179014,374,YPL209C,0.001223999282399,211,YIR018W,0.0011025571999068,71,YGR202C,0.0005738366669318,116,YGR089W,0.0014365376961595,880,YPL163C,0.0007564157175468,325
20,YCL038C,0.0007924793343778,218,YOR267C,0.0029542330010227,572,YMR189W,0.0010125506810623,1268,YBL046W,0.0015869708231385,36,YDL224C,0.0011241201204312,191,YMR309C,0.0008659988366038,1620,YLR362W,0.0009421906485781,487,YHL047C,0.0012178483674181,170,YPL207W,0.0010914505076075,1244,YDL234C,0.0005725552428171,365,YMR251W,0.0014223307491495,265,YFR005C,0.0007535968643981,117
21,YLR081W,0.0007912840879035,623,YPL040C,0.0029346495904618,773,YOR095C,0.0010025431431564,44,YPR042C,0.0015594741019873,224,YLR360W,0.0011105854559925,476,YPL014W,0.0008592871505105,208,YGL006W,0.0009248100053494,1514,YNL247W,0.0011740197241683,408,YDR130C,0.0010891116897764,10,YDL190C,0.000571683124205,1373,YGL141W,0.0013913287295735,641,YIL125W,0.0007481079706446,1064
22,YOL013C,0.0007894733559369,31,YOR009W,0.0029173449596656,135,YJR002W,0.000991225739931,661,YGR097W,0.0015551800857345,794,YBR227C,0.0011045930652765,245,YEL052W,0.0008542211248702,189,YDR536W,0.0009217296655452,578,YGL112C,0.0011523545331189,570,YPR056W,0.0010706202750534,68,YBR076W,0.0005559735863498,398,YGR001C,0.0013728457614813,315,YIL149C,0.0007412074671182,2464
23,YDR363W,0.0007866876850399,191,YDL134C,0.0028972944317914,599,YOR005C,0.000981147041134,192,YDL227C,0.0015488231670325,570,YLR255C,0.0011021313952967,40,YDR144C,0.0008486583538996,593,YMR041C,0.0009201475977739,26,YBR110W,0.0011442084645341,145,YKL109W,0.0010599558619332,327,YKR069W,0.0005530457921795,533,YKR072C,0.001367349277383,49,YGR255C,0.0007361585212391,320
24,YDL210W,0.0007845920160823,566,YDL126C,0.0028889398815262,1353,YEL034W,0.0009797602054614,95,YIL021W,0.001532438464644,466,YHR073W,0.0010923712240438,485,YPL145C,0.000848255121873,341,YMR173W,0.0009166727677384,2522,YKR005C,0.0011416454588541,648,YOR090C,0.0010361159163831,321,YNL054W,0.0005434144525635,670,YDL134C,0.0013634323057819,180,YCR100C,0.000732386554958,106
25,YOR377W,0.000781446785725,581,YPL141C,0.0028842736751892,1137,YAL040C,0.0009677231334914,156,YHR170W,0.0014946155706038,440,YMR163C,0.0010864510652173,105,YCR095C,0.0008475101822045,286,YMR120C,0.0009158267312525,514,YLR213C,0.0011226864951307,368,YPR147C,0.0010323705384774,41,YML017W,0.0005420909900319,1909,YIR026C,0.001357769533555,281,YPR152C,0.0007246215290486,363
26,YDR395W,0.0007756702287574,530,YKL157W,0.0028841980486915,1360,YHL047C,0.0009458338246088,884,YDR369C,0.0014900062710235,1262,YLR361C,0.0010843623593418,644,YNL318C,0.0008437891398482,389,YLR126C,0.0009108951647889,210,YMR231W,0.0011219816735935,1053,YMR258C,0.0010246376426486,224,YDR157W,0.0005416184735508,214,YJR099W,0.0013558900832208,205,YAL039C,0.0007110487327519,103
27,YMR228W,0.000775412135904,225,YOR009W,0.0028756435220998,66,YKL108W,0.000935887160593,395,YDR350C,0.0014884939039731,100,YHL002W,0.0010841341298815,619,YGL195W,0.0007917798747448,957,YGR197C,0.0009044659257656,162,YDR313C,0.0010927720314618,45,YDR440W,0.0010180722554427,161,YDR407C,0.0005413919433356,551,YKL213C,0.0013481874738332,740,YNR056C,0.0007039924797796,633
28,YMR190C,0.0007741652996367,1130,YFR019W,0.0028457148203592,2241,YDR148C,0.0009316774467475,590,YDL170W,0.0014368028176427,720,YDR351W,0.0010796139269797,579,YFR048W,0.0007878276968522,167,YOL008W,0.0009037137793165,158,YHR023W,0.0010849457364899,7,YGR136W,0.0010135489599892,251,YMR165C,0.0005410662402172,1466,YDR464W,0.0013478933522336,1469,YOR351C,0.0007022117210288,694
29,YOR201C,0.0007701024845813,687,YPL201C,0.0028440475829824,210,YOR336W,0.0009279930670609,1297,YPR121W,0.0014154448767393,627,YGR270W,0.0010538725603304,721,YMR027W,0.0007839494106763,147,YBL066C,0.0009003131025792,1547,YHR027C,0.0010661203191692,1065,YDR346C,0.001011358731437,147,YDR082W,0.0005382566115496,859,YJR105W,0.0013454870559862,242,YMR049C,0.0006964257408638,306
30,YEL066W,0.0007700570666057,11,YBR079C,0.0028361347128534,1252,YPL145C,0.000924994690847,252,YFR031C,0.0014119275941808,950,YER028C,0.0010534282826014,112,YBR111C,0.000775830640106,21,YAL059W,0.0008985627045446,66,YJL157C,0.0010586176855327,1307,YCL014W,0.0010044770751494,654,YGR280C,0.0005364793464705,182,YDR293C,0.0013409247956443,589,YER140W,0.0006960370969854,495
31,YNL001W,0.0007697978109529,294,YCR046C,0.0028179231698924,161,YPR175W,0.0009238461127928,333,YDR488C,0.0014101148052246,117,YFL001W,0.0010506983976535,139,YNR069C,0.0007751479142072,117,YBR156C,0.0008968684312017,176,YOR313C,0.0010440968789564,57,YMR137C,0.0009900570637294,548,YKL112W,0.000534333716482,350,YDR492W,0.0013405682656203,10,YNL095C,0.0006938914974968,821
32,YKL222C,0.0007649534169632,757,YAR019C,0.0028125582449987,119,YOR090C,0.0009224956649966,318,YJR060W,0.001382359325932,446,YPR139C,0.0010463214710511,152,YDL194W,0.0007725011847781,482,YMR137C,0.0008954983106883,461,YGR021W,0.0010277167729062,312,YKR045C,0.0009765747179875,333,YKR046C,0.0005343262873636,19,YCL044C,0.0013374400019026,110,YGR089W,0.0006938598528177,863
33,YBR015C,0.0007641691588513,474,YGL095C,0.0028083149703617,180,YKR085C,0.0009215829928036,89,YNL196C,0.0013586382968404,339,YBR021W,0.0010442206553376,460,YHL022C,0.0007691931909284,72,YBR236C,0.0008916267121318,60,YNL273W,0.0010248142690203,8,YLR113W,0.0009640748218189,645,YNL186W,0.0005333740435145,965,YOR245C,0.0013312330667185,47,YOR237W,0.000687514549377,138
34,YLR176C,0.0007598038508957,330,YIL135C,0.0028001758642803,600,YEL031W,0.0009200345130742,772,YDR326C,0.0013309614763678,1018,YER163C,0.0010327849756129,443,YPL143W,0.0007691708612351,140,YGL038C,0.0008874710216923,134,YLR341W,0.0010179135596798,27,YDL134C,0.0009596306484761,620,YOR009W,0.0005305968981563,875,YMR105C,0.0013053228207206,317,YLR195C,0.0006832159794866,695
35,YJL025W,0.0007586144662835,533,YDL195W,0.0027826198262103,1716,YNL064C,0.0009160736555491,44,YLR367W,0.0013224810226827,446,YOR011W,0.0010220915662085,404,YPR176C,0.000764685758367,307,YDL167C,0.0008849156020251,221,YLR401C,0.0010152341370944,311,YDR359C,0.0009580706395601,387,YDR107C,0.0005275930039378,707,YDR283C,0.0013016325336478,840,YNL119W,0.0006771187091689,125
36,YGR023W,0.0007549791030873,331,YCR067C,0.0027601976558322,850,YKL030W,0.0009158461483254,121,YOL057W,0.0012854339320485,135,YGL187C,0.0009939449632514,341,YDL080C,0.0007644125892828,512,YHR182W,0.0008730485366096,405,YBR028C,0.0010085870792999,40,YKL129C,0.0009570801796763,79,YOL136C,0.0005260468789101,48,YOR001W,0.0012983211462357,192,YDR530C,0.0006720759869699,401
37,YKL181W,0.0007548959460113,14,YER178W,0.0027521453965918,398,YBL056W,0.0009095976754189,267,YBR218C,0.0012832809295787,503,YIL117C,0.0009930538197302,55,YDR125C,0.0007617902708807,718,YBR149W,0.0008717995877939,582,YMR023C,0.0010047182537712,225,YNL227C,0.0009450342509824,668,YDR273W,0.0005224868174998,560,YAL018C,0.0012965428867702,168,YLR080W,0.0006588626030381,62
38,YLR143W,0.0007542300504689,732,YGR171C,0.0027463377570262,545,YNR016C,0.0009063040633279,3330,YBL089W,0.0012508253282846,382,YLR360W,0.0009873080528632,377,YDR481C,0.0007614403745017,425,YCR011C,0.0008662554870256,232,YPL057C,0.0009940377729783,236,YER127W,0.0009437196003439,362,YEL009C,0.0005198695484695,92,YMR160W,0.0012851084984045,36,YLL027W,0.000656917575963,72
39,YKR001C,0.0007537243508718,873,YDR495C,0.0027409957146915,16,YDL048C,0.0009059146432231,708,YDR406W,0.0012050460611786,281,YOR386W,0.0009863527068088,277,YDR077W,0.0007556781289546,345,YKR028W,0.0008643475065188,480,YPL145C,0.0009885176436636,341,YGL142C,0.0009364285140962,925,YDR427W,0.0005192030816257,45,YNL199C,0.00127591303484,132,YDR379W,0.0006556550680224,911
40,YBR235W,0.0007525199860566,727,YNL243W,0.0027144840034583,209,YOR153W,0.0008993382749209,21,YJR050W,0.0011304547239752,526,YHL040C,0.0009817111639268,620,YGR079W,0.0007283017062782,137,YJR155W,0.0008607081595835,413,YLR108C,0.0009879218328302,590,YDR394W,0.0009141129334848,361,YLR278C,0.0005181288836726,2530,YHR158C,0.0012757356985867,983,YLR450W,0.0006552213331476,1104
41,YOR009W,0.0007521454802537,135,YBR289W,0.0027114680908178,1282,YOR315W,0.0008961341271915,245,YNL097C,0.0010905163742898,419,YPR026W,0.0009764260289997,982,YHR101C,0.0007270178812099,289,YIL112W,0.0008579642393158,1379,YCR100C,0.0009844176275824,0,YJR054W,0.0009134860314054,818,YEL047C,0.0005169296804148,284,YML126C,0.0012680793885603,252,YNL294C,0.0006491118965122,279
42,YOL013C,0.0007505052453481,22,YLR304C,0.0027095080536446,1355,YGR168C,0.0008952456575151,269,YIL108W,0.0010789364535353,731,YLR384C,0.0009726458122913,185,YPL109C,0.0007244357360406,632,YDL025C,0.0008521618886238,790,YKR093W,0.0009808930288912,909,YLL007C,0.0009119276261055,557,YJL185C,0.0005145932865136,191,YGR034W,0.0012579029197146,193,YGL130W,0.0006489936146213,818
43,YBR293W,0.0007486947105075,425,YDR363W,0.0026965187102423,191,YBR036C,0.0008927685598848,281,YDR085C,0.0010732390360909,1051,YCR089W,0.0009520448910796,718,YLR425W,0.0007203541379322,248,YKL014C,0.0008484175954046,2216,YHR093W,0.0009749402142247,238,YIL149C,0.0009115571361707,507,YNL094W,0.0005140847678821,534,YNL025C,0.0012577766691101,87,YOL085C,0.0006428568192806,99
44,YBL106C,0.000747172506512,284,YJR151C,0.0026879382701749,1501,YKR084C,0.0008923535345029,286,YLL055W,0.0010698595638149,151,YPL241C,0.0009284948406871,371,YKR103W,0.0007193374371248,736,YPL127C,0.0008422571395522,44,YER147C,0.0009719213703999,241,YPL278C,0.0009098557698702,12,YDR081C,0.0005115684832533,1016,YDR353W,0.0012559303791454,398,YKL150W,0.0006355597337704,82
45,YJL016W,0.0007406146193999,407,YML082W,0.0026731656104475,48,YDR085C,0.0008920430399012,638,YDR351W,0.0010667244273127,579,YPL256C,0.000911348574751,59,YJL099W,0.0007186940365287,627,YHR036W,0.0008419788277716,20,YKL197C,0.0009690891950058,220,YNL201C,0.0009032770095897,641,YDL155W,0.0005094581208683,683,YIL106W,0.0012538505213072,49,YDR054C,0.0006320635887716,71
46,YMR011W,0.0007363769508006,445,YJR147W,0.0026555314885385,465,YPL140C,0.0008798098262146,433,YGR068C,0.0010597531828502,285,YGR096W,0.000908025047557,456,YJL061W,0.0007165493791958,683,YJR078W,0.0008352160942489,557,YNR056C,0.0009672006455825,329,YFR013W,0.0009011609012467,1347,YBR023C,0.0005077066160096,1457,YDR317W,0.0012331901489618,139,YNL338W,0.0006316856608387,124
47,YLL007C,0.000734647275722,91,YFR019W,0.0026530744793505,2241,YKR086W,0.0008710663403271,153,YOR335C,0.0010595729904699,1553,YDR061W,0.0009068185812289,149,YDR152W,0.0007115849854496,30,YDL119C,0.0008347721362493,464,YPL068C,0.0009668380532658,245,YAL067C,0.0008994603091197,244,YDL112W,0.0005060293911835,621,YGL178W,0.0012315485826479,1282,YFR049W,0.000630513729932,63
48,YBL106C,0.0007342405206063,1053,YML126C,0.0026460550038037,255,YKR090W,0.0008590661631238,917,YMR052W,0.0010501159467958,102,YJL160C,0.0008906919202982,338,YDR365C,0.0007108632473013,200,YOL008W,0.0008347208609362,63,YDR334W,0.0009651428682642,433,YOR231W,0.0008887785028185,601,YGR097W,0.0005051755689695,158,YER007W,0.0012278090114523,554,YEL069C,0.0006298306483496,159
49,YMR094W,0.0007315683475036,491,YNL097C,0.0026373882256294,419,YMR129W,0.0008573251353546,1397,YDR392W,0.0010425026280611,276,YJR066W,0.0008882166406361,181,YJL099W,0.0007092628880511,627,YOR030W,0.0008339511621065,63,YPL125W,0.0009547494094389,243,YPR162C,0.0008869189440302,21,YNL294C,0.0005007419893618,202,YNL167C,0.0012258198692067,1187,YBR085W,0.0006289831221752,156
